Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:51:45,784] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 1.3390 (IM@1 0.6220 FM@1 0.7170) | val 0.7215 (IM@1 0.2751 FM@1 0.4464) sup 1.3390/0.7215 roll 1.8416/1.5426 (λ=0.00) | lr 8.88e-05
Epoch  12 | train 0.8683 (IM@1 0.0384 FM@1 0.2605) | val 0.6110 (IM@1 0.0284 FM@1 0.1537) sup 0.2989/0.1820 roll 0.5694/0.4289 (λ=1.00) | lr 8.88e-05
Epoch  13 | train 0.8472 (IM@1 0.0377 FM@1 0.2519) | val 0.5880 (IM@1 0.0266 FM@1 0.1512) sup 0.2897/0.1778 roll 0.5576/0.4102 (λ=1.00) | lr 8.88e-05
Epoch  14 | train 0.8334 (IM@1 0.0371 FM@1 0.2500) | val 0.5833 (IM@1 0.0270 FM@1 0.1459) sup 0.2871/0.1729 roll 0.5463/0.4104 (λ=1.00) | lr 8.88e-05
Epoch  15 | train 0.8175 (IM@1 0.0364 FM@1 0.2468) | val 0.5774 (IM@1 0.0262 FM@1 0.1445) sup 0.2833/0.1707 roll 0.5342/0.4068 (λ=1.00) | lr 8.88e-05
Epoch  16 | train 0.8014 (IM@1 0.0358 FM@1 0.2404) | val 0.5621 (IM@1 0.0265 FM@1 0.1398) sup 0.2762/0.1663 roll 0.5252/0.3957 (λ=1.00) | lr 8.88e-05
Epoch  17 | train 0.7895 (IM@1 0.0352 FM@1 0.2351) | val 0.5396 (IM@1 0.0253 FM@1 0.1357) sup 0.2703/0.1610 roll 0.5192/0.3786 (λ=1.00) | lr 8.88e-05
Epoch  18 | train 0.7793 (IM@1 0.0353 FM@1 0.2349) | val 0.5395 (IM@1 0.0260 FM@1 0.1313) sup 0.2702/0.1573 roll 0.5092/0.3822 (λ=1.00) | lr 8.88e-05
Epoch  19 | train 0.7691 (IM@1 0.0353 FM@1 0.2294) | val 0.5250 (IM@1 0.0258 FM@1 0.1281) sup 0.2647/0.1539 roll 0.5044/0.3711 (λ=1.00) | lr 8.88e-05
Epoch  20 | train 0.7658 (IM@1 0.0352 FM@1 0.2309) | val 0.5197 (IM@1 0.0258 FM@1 0.1265) sup 0.2661/0.1523 roll 0.4997/0.3674 (λ=1.00) | lr 8.88e-05
Epoch  21 | train 0.7537 (IM@1 0.0351 FM@1 0.2261) | val 0.5195 (IM@1 0.0250 FM@1 0.1283) sup 0.2612/0.1534 roll 0.4925/0.3662 (λ=1.00) | lr 8.88e-05
Epoch  22 | train 0.7463 (IM@1 0.0343 FM@1 0.2242) | val 0.5313 (IM@1 0.0254 FM@1 0.1313) sup 0.2586/0.1567 roll 0.4878/0.3746 (λ=1.00) | lr 8.88e-05
Epoch  23 | train 0.7375 (IM@1 0.0347 FM@1 0.2192) | val 0.5161 (IM@1 0.0265 FM@1 0.1204) sup 0.2539/0.1469 roll 0.4836/0.3692 (λ=1.00) | lr 8.88e-05
Epoch  24 | train 0.7397 (IM@1 0.0356 FM@1 0.2224) | val 0.5099 (IM@1 0.0261 FM@1 0.1216) sup 0.2579/0.1477 roll 0.4817/0.3622 (λ=1.00) | lr 8.88e-05
Epoch  25 | train 0.7267 (IM@1 0.0339 FM@1 0.2162) | val 0.5030 (IM@1 0.0256 FM@1 0.1205) sup 0.2501/0.1461 roll 0.4766/0.3569 (λ=1.00) | lr 8.88e-05
Epoch  26 | train 0.7252 (IM@1 0.0342 FM@1 0.2181) | val 0.5031 (IM@1 0.0256 FM@1 0.1202) sup 0.2523/0.1457 roll 0.4729/0.3574 (λ=1.00) | lr 8.88e-05
Epoch  27 | train 0.7234 (IM@1 0.0349 FM@1 0.2185) | val 0.4918 (IM@1 0.0251 FM@1 0.1152) sup 0.2533/0.1403 roll 0.4701/0.3515 (λ=1.00) | lr 8.88e-05
Epoch  28 | train 0.7167 (IM@1 0.0337 FM@1 0.2161) | val 0.4999 (IM@1 0.0255 FM@1 0.1194) sup 0.2498/0.1449 roll 0.4669/0.3551 (λ=1.00) | lr 8.88e-05
Epoch  29 | train 0.7094 (IM@1 0.0343 FM@1 0.2124) | val 0.4890 (IM@1 0.0255 FM@1 0.1137) sup 0.2466/0.1392 roll 0.4628/0.3498 (λ=1.00) | lr 8.88e-05
Epoch  30 | train 0.7056 (IM@1 0.0339 FM@1 0.2113) | val 0.4785 (IM@1 0.0257 FM@1 0.1101) sup 0.2453/0.1358 roll 0.4603/0.3427 (λ=1.00) | lr 8.88e-05
Epoch  31 | train 0.7031 (IM@1 0.0339 FM@1 0.2111) | val 0.4945 (IM@1 0.0262 FM@1 0.1162) sup 0.2450/0.1423 roll 0.4581/0.3521 (λ=1.00) | lr 8.88e-05
Epoch  32 | train 0.7005 (IM@1 0.0337 FM@1 0.2113) | val 0.4874 (IM@1 0.0262 FM@1 0.1119) sup 0.2450/0.1381 roll 0.4555/0.3494 (λ=1.00) | lr 8.88e-05
Epoch  33 | train 0.6943 (IM@1 0.0337 FM@1 0.2064) | val 0.4869 (IM@1 0.0256 FM@1 0.1131) sup 0.2400/0.1388 roll 0.4543/0.3481 (λ=1.00) | lr 8.88e-05
Epoch  34 | train 0.6877 (IM@1 0.0331 FM@1 0.2053) | val 0.4857 (IM@1 0.0268 FM@1 0.1114) sup 0.2384/0.1381 roll 0.4493/0.3475 (λ=1.00) | lr 8.88e-05
Epoch  35 | train 0.6856 (IM@1 0.0340 FM@1 0.2028) | val 0.4755 (IM@1 0.0261 FM@1 0.1069) sup 0.2369/0.1330 roll 0.4487/0.3424 (λ=1.00) | lr 8.88e-05
Epoch  36 | train 0.6885 (IM@1 0.0334 FM@1 0.2069) | val 0.4739 (IM@1 0.0252 FM@1 0.1100) sup 0.2404/0.1352 roll 0.4481/0.3386 (λ=1.00) | lr 8.88e-05
Epoch  37 | train 0.6787 (IM@1 0.0335 FM@1 0.1998) | val 0.4783 (IM@1 0.0262 FM@1 0.1081) sup 0.2333/0.1343 roll 0.4454/0.3440 (λ=1.00) | lr 8.88e-05
Epoch  38 | train 0.6820 (IM@1 0.0335 FM@1 0.2035) | val 0.4767 (IM@1 0.0258 FM@1 0.1092) sup 0.2370/0.1350 roll 0.4450/0.3418 (λ=1.00) | lr 8.88e-05
Epoch  39 | train 0.6758 (IM@1 0.0334 FM@1 0.2013) | val 0.4707 (IM@1 0.0258 FM@1 0.1080) sup 0.2346/0.1338 roll 0.4411/0.3370 (λ=1.00) | lr 8.88e-05

Training completato (combo). Best val (sup + 1.0*roll, da epoch 10): 0.4707 a epoch 39
[I 2026-09-26 14:23:19,847] Trial 2 finished with value: 0.47073252009690314 and parameters: {'gru_hidden_fm': 256, 'mlp_hidden_fm': 64, 'dropout_fm': 0.4591696632141083, 'weight_decay_fm': 0.0008144537070287468, 'gru_hidden_im': 64, 'mlp_hidden_im': 32, 'dropout_im': 0.057623105108317516, 'weight_decay_im': 0.022968630231394005, 'lr': 8.877880263006149e-05, 'batch_size': 64, 'clip_norm': 0.5}. Best is trial 9 with value: 0.3666087365695644.
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 1.0729 (IM@1 0.4295 FM@1 0.6434) | val 0.4578 (IM@1 0.1140 FM@1 0.3438) sup 1.0729/0.4578 roll 1.6632/1.2577 (λ=0.00) | lr 8.97e-05
Epoch   1 | train 0.4756 (IM@1 0.0526 FM@1 0.3345) | val 0.3417 (IM@1 0.0282 FM@1 0.2548) sup 0.3872/0.2831 roll 0.8841/0.5862 (λ=0.10) | lr 8.97e-05
Epoch   2 | train 0.4192 (IM@1 0.0275 FM@1 0.2721) | val 0.3255 (IM@1 0.0230 FM@1 0.2101) sup 0.2996/0.2331 roll 0.5982/0.4621 (λ=0.20) | lr 8.97e-05
Epoch   3 | train 0.4161 (IM@1 0.0248 FM@1 0.2345) | val 0.3299 (IM@1 0.0231 FM@1 0.1779) sup 0.2592/0.2010 roll 0.5228/0.4298 (λ=0.30) | lr 8.97e-05
Epoch   4 | train 0.4259 (IM@1 0.0238 FM@1 0.2097) | val 0.3416 (IM@1 0.0220 FM@1 0.1608) sup 0.2335/0.1827 roll 0.4810/0.3972 (λ=0.40) | lr 8.97e-05
Epoch   5 | train 0.4444 (IM@1 0.0225 FM@1 0.1962) | val 0.3556 (IM@1 0.0212 FM@1 0.1451) sup 0.2188/0.1663 roll 0.4514/0.3786 (λ=0.50) | lr 8.97e-05
Epoch   6 | train 0.4648 (IM@1 0.0220 FM@1 0.1827) | val 0.3800 (IM@1 0.0212 FM@1 0.1370) sup 0.2047/0.1582 roll 0.4336/0.3698 (λ=0.60) | lr 8.97e-05
Epoch   7 | train 0.4889 (IM@1 0.0216 FM@1 0.1742) | val 0.4072 (IM@1 0.0211 FM@1 0.1301) sup 0.1957/0.1511 roll 0.4187/0.3658 (λ=0.70) | lr 8.97e-05
Epoch   8 | train 0.5175 (IM@1 0.0213 FM@1 0.1684) | val 0.4345 (IM@1 0.0213 FM@1 0.1245) sup 0.1896/0.1458 roll 0.4098/0.3609 (λ=0.80) | lr 8.97e-05
Epoch   9 | train 0.5469 (IM@1 0.0208 FM@1 0.1634) | val 0.4630 (IM@1 0.0215 FM@1 0.1210) sup 0.1842/0.1425 roll 0.4030/0.3562 (λ=0.90) | lr 8.97e-05
Epoch  10 | train 0.5768 (IM@1 0.0207 FM@1 0.1604) | val 0.5064 (IM@1 0.0215 FM@1 0.1188) sup 0.1811/0.1403 roll 0.3957/0.3661 (λ=1.00) | lr 8.97e-05
Epoch  11 | train 0.5653 (IM@1 0.0204 FM@1 0.1550) | val 0.4805 (IM@1 0.0212 FM@1 0.1129) sup 0.1754/0.1341 roll 0.3899/0.3464 (λ=1.00) | lr 8.97e-05
Epoch  12 | train 0.5575 (IM@1 0.0204 FM@1 0.1523) | val 0.4836 (IM@1 0.0219 FM@1 0.1092) sup 0.1727/0.1311 roll 0.3848/0.3525 (λ=1.00) | lr 8.97e-05
Epoch  13 | train 0.5488 (IM@1 0.0204 FM@1 0.1488) | val 0.4785 (IM@1 0.0214 FM@1 0.1076) sup 0.1692/0.1290 roll 0.3796/0.3495 (λ=1.00) | lr 8.97e-05
Epoch  14 | train 0.5417 (IM@1 0.0200 FM@1 0.1451) | val 0.4580 (IM@1 0.0207 FM@1 0.1040) sup 0.1651/0.1248 roll 0.3767/0.3332 (λ=1.00) | lr 8.97e-05
Epoch  15 | train 0.5342 (IM@1 0.0199 FM@1 0.1421) | val 0.4582 (IM@1 0.0204 FM@1 0.1028) sup 0.1620/0.1231 roll 0.3722/0.3350 (λ=1.00) | lr 8.97e-05
Epoch  16 | train 0.5267 (IM@1 0.0195 FM@1 0.1399) | val 0.4509 (IM@1 0.0212 FM@1 0.0986) sup 0.1594/0.1197 roll 0.3673/0.3312 (λ=1.00) | lr 8.97e-05
Epoch  17 | train 0.5201 (IM@1 0.0194 FM@1 0.1376) | val 0.4480 (IM@1 0.0207 FM@1 0.0963) sup 0.1570/0.1170 roll 0.3630/0.3310 (λ=1.00) | lr 8.97e-05
Epoch  18 | train 0.5158 (IM@1 0.0195 FM@1 0.1357) | val 0.4565 (IM@1 0.0207 FM@1 0.0964) sup 0.1551/0.1172 roll 0.3607/0.3393 (λ=1.00) | lr 8.97e-05
[I 2026-09-26 15:44:56,615] Trial 32 pruned. 
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.4472 (IM@1 0.2575 FM@1 0.1897) | val 0.1445 (IM@1 0.0425 FM@1 0.1019) sup 0.4472/0.1445 roll 1.8598/0.9863 (λ=0.00) | lr 1.28e-03
Epoch   1 | train 0.3376 (IM@1 0.1345 FM@1 0.1006) | val 0.2001 (IM@1 0.0470 FM@1 0.0983) sup 0.2351/0.1453 roll 1.0254/0.5486 (λ=0.10) | lr 1.28e-03
Epoch   2 | train 0.3672 (IM@1 0.1325 FM@1 0.0930) | val 0.2265 (IM@1 0.0515 FM@1 0.0809) sup 0.2255/0.1324 roll 0.7085/0.4704 (λ=0.20) | lr 1.28e-03
Epoch   3 | train 0.3953 (IM@1 0.1315 FM@1 0.0892) | val 0.2647 (IM@1 0.0510 FM@1 0.0871) sup 0.2208/0.1381 roll 0.5817/0.4219 (λ=0.30) | lr 1.28e-03
