Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:34,937] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3710 (IM@1 0.1013 FM@1 0.2697) | val 0.2008 (IM@1 0.0423 FM@1 0.1586) sup 0.3710/0.2008 roll 1.4883/0.9803 (λ=0.00) | lr 7.51e-03
Epoch  13 | train 0.5588 (IM@1 0.0477 FM@1 0.1354) | val 0.4570 (IM@1 0.0287 FM@1 0.0938) sup 0.1831/0.1225 roll 0.3758/0.3345 (λ=1.00) | lr 7.51e-03
Epoch  14 | train 0.5597 (IM@1 0.0484 FM@1 0.1357) | val 0.4519 (IM@1 0.0367 FM@1 0.0851) sup 0.1842/0.1218 roll 0.3756/0.3302 (λ=1.00) | lr 7.51e-03
Epoch  15 | train 0.5484 (IM@1 0.0478 FM@1 0.1321) | val 0.4486 (IM@1 0.0307 FM@1 0.0886) sup 0.1799/0.1193 roll 0.3685/0.3293 (λ=1.00) | lr 7.51e-03
Epoch  16 | train 0.5470 (IM@1 0.0471 FM@1 0.1327) | val 0.4276 (IM@1 0.0287 FM@1 0.0799) sup 0.1798/0.1086 roll 0.3671/0.3190 (λ=1.00) | lr 7.51e-03
Epoch  17 | train 0.5420 (IM@1 0.0468 FM@1 0.1303) | val 0.4299 (IM@1 0.0265 FM@1 0.0815) sup 0.1771/0.1081 roll 0.3649/0.3219 (λ=1.00) | lr 7.51e-03
Epoch  18 | train 0.5418 (IM@1 0.0470 FM@1 0.1318) | val 0.4685 (IM@1 0.0316 FM@1 0.0816) sup 0.1788/0.1132 roll 0.3631/0.3554 (λ=1.00) | lr 7.51e-03
Epoch  19 | train 0.5328 (IM@1 0.0468 FM@1 0.1282) | val 0.4268 (IM@1 0.0272 FM@1 0.0822) sup 0.1751/0.1094 roll 0.3577/0.3174 (λ=1.00) | lr 7.51e-03
Epoch  20 | train 0.5289 (IM@1 0.0469 FM@1 0.1287) | val 0.4297 (IM@1 0.0267 FM@1 0.0862) sup 0.1755/0.1129 roll 0.3534/0.3169 (λ=1.00) | lr 7.51e-03
Epoch  21 | train 0.5230 (IM@1 0.0455 FM@1 0.1271) | val 0.4418 (IM@1 0.0332 FM@1 0.0845) sup 0.1726/0.1177 roll 0.3504/0.3241 (λ=1.00) | lr 7.51e-03
Epoch  22 | train 0.5280 (IM@1 0.0469 FM@1 0.1279) | val 0.4405 (IM@1 0.0276 FM@1 0.0920) sup 0.1748/0.1195 roll 0.3532/0.3209 (λ=1.00) | lr 7.51e-03
Epoch  23 | train 0.5195 (IM@1 0.0458 FM@1 0.1268) | val 0.4545 (IM@1 0.0268 FM@1 0.0953) sup 0.1726/0.1221 roll 0.3469/0.3323 (λ=1.00) | lr 3.75e-03
Epoch  24 | train 0.4876 (IM@1 0.0428 FM@1 0.1174) | val 0.4231 (IM@1 0.0314 FM@1 0.0780) sup 0.1602/0.1094 roll 0.3275/0.3137 (λ=1.00) | lr 3.75e-03
Epoch  25 | train 0.4784 (IM@1 0.0427 FM@1 0.1147) | val 0.4188 (IM@1 0.0293 FM@1 0.0734) sup 0.1574/0.1027 roll 0.3210/0.3160 (λ=1.00) | lr 3.75e-03
Epoch  26 | train 0.4753 (IM@1 0.0429 FM@1 0.1145) | val 0.4281 (IM@1 0.0285 FM@1 0.0849) sup 0.1574/0.1134 roll 0.3179/0.3147 (λ=1.00) | lr 3.75e-03
Epoch  27 | train 0.4723 (IM@1 0.0425 FM@1 0.1142) | val 0.4202 (IM@1 0.0286 FM@1 0.0776) sup 0.1567/0.1062 roll 0.3156/0.3140 (λ=1.00) | lr 3.75e-03

Training completato (combo). Best val (sup + 1.0*roll, da epoch 10): 0.4149 a epoch 12
[I 2026-09-26 13:58:27,806] Trial 18 finished with value: 0.41488266380519523 and parameters: {'gru_hidden_fm': 384, 'mlp_hidden_fm': 128, 'dropout_fm': 0.4477884581860313, 'weight_decay_fm': 1.2277230234783471e-05, 'gru_hidden_im': 64, 'mlp_hidden_im': 64, 'dropout_im': 0.22173977890432195, 'weight_decay_im': 0.0002848056058270356, 'lr': 0.007507792104610276, 'batch_size': 128, 'clip_norm': 5.0}. Best is trial 10 with value: 0.3889973428526995.
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.9802 (IM@1 0.4440 FM@1 0.5361) | val 0.3274 (IM@1 0.0771 FM@1 0.2503) sup 0.9802/0.3274 roll 1.7129/1.1077 (λ=0.00) | lr 4.68e-04
Epoch   1 | train 0.4374 (IM@1 0.0859 FM@1 0.2471) | val 0.2882 (IM@1 0.0459 FM@1 0.1740) sup 0.3329/0.2199 roll 1.0446/0.6828 (λ=0.10) | lr 4.68e-04
Epoch   2 | train 0.4263 (IM@1 0.0676 FM@1 0.1999) | val 0.2869 (IM@1 0.0384 FM@1 0.1425) sup 0.2675/0.1809 roll 0.7939/0.5300 (λ=0.20) | lr 4.68e-04
Epoch   3 | train 0.4364 (IM@1 0.0588 FM@1 0.1764) | val 0.2984 (IM@1 0.0324 FM@1 0.1283) sup 0.2352/0.1607 roll 0.6708/0.4590 (λ=0.30) | lr 4.68e-04
Epoch   4 | train 0.4550 (IM@1 0.0552 FM@1 0.1652) | val 0.3154 (IM@1 0.0298 FM@1 0.1172) sup 0.2204/0.1470 roll 0.5865/0.4209 (λ=0.40) | lr 4.68e-04
Epoch   5 | train 0.4762 (IM@1 0.0526 FM@1 0.1538) | val 0.3346 (IM@1 0.0290 FM@1 0.1088) sup 0.2064/0.1377 roll 0.5395/0.3937 (λ=0.50) | lr 4.68e-04
Epoch   6 | train 0.5031 (IM@1 0.0523 FM@1 0.1454) | val 0.3584 (IM@1 0.0289 FM@1 0.1034) sup 0.1977/0.1324 roll 0.5091/0.3768 (λ=0.60) | lr 4.68e-04
Epoch   7 | train 0.5357 (IM@1 0.0541 FM@1 0.1394) | val 0.3776 (IM@1 0.0279 FM@1 0.0987) sup 0.1935/0.1267 roll 0.4888/0.3585 (λ=0.70) | lr 4.68e-04
Epoch   8 | train 0.5632 (IM@1 0.0541 FM@1 0.1369) | val 0.4050 (IM@1 0.0294 FM@1 0.0960) sup 0.1911/0.1254 roll 0.4651/0.3496 (λ=0.80) | lr 4.68e-04
Epoch   9 | train 0.5886 (IM@1 0.0536 FM@1 0.1335) | val 0.4293 (IM@1 0.0306 FM@1 0.0909) sup 0.1871/0.1215 roll 0.4461/0.3420 (λ=0.90) | lr 4.68e-04
Epoch  10 | train 0.6184 (IM@1 0.0534 FM@1 0.1310) | val 0.4579 (IM@1 0.0319 FM@1 0.0896) sup 0.1844/0.1215 roll 0.4341/0.3364 (λ=1.00) | lr 4.68e-04
Epoch  11 | train 0.6043 (IM@1 0.0530 FM@1 0.1289) | val 0.4643 (IM@1 0.0314 FM@1 0.0911) sup 0.1819/0.1225 roll 0.4224/0.3418 (λ=1.00) | lr 4.68e-04
Epoch  12 | train 0.5931 (IM@1 0.0530 FM@1 0.1257) | val 0.4465 (IM@1 0.0318 FM@1 0.0873) sup 0.1787/0.1191 roll 0.4144/0.3274 (λ=1.00) | lr 4.68e-04
Epoch  13 | train 0.5824 (IM@1 0.0526 FM@1 0.1240) | val 0.4572 (IM@1 0.0317 FM@1 0.0901) sup 0.1766/0.1219 roll 0.4058/0.3353 (λ=1.00) | lr 4.68e-04
Epoch  14 | train 0.5708 (IM@1 0.0516 FM@1 0.1209) | val 0.4423 (IM@1 0.0305 FM@1 0.0869) sup 0.1725/0.1174 roll 0.3982/0.3249 (λ=1.00) | lr 4.68e-04
Epoch  15 | train 0.5649 (IM@1 0.0516 FM@1 0.1200) | val 0.4388 (IM@1 0.0314 FM@1 0.0832) sup 0.1716/0.1146 roll 0.3933/0.3242 (λ=1.00) | lr 4.68e-04
Epoch  16 | train 0.5591 (IM@1 0.0513 FM@1 0.1201) | val 0.4303 (IM@1 0.0305 FM@1 0.0816) sup 0.1713/0.1121 roll 0.3877/0.3182 (λ=1.00) | lr 4.68e-04
Epoch  17 | train 0.5506 (IM@1 0.0516 FM@1 0.1164) | val 0.4331 (IM@1 0.0296 FM@1 0.0841) sup 0.1680/0.1137 roll 0.3827/0.3194 (λ=1.00) | lr 4.68e-04
Epoch  18 | train 0.5472 (IM@1 0.0506 FM@1 0.1160) | val 0.4326 (IM@1 0.0309 FM@1 0.0824) sup 0.1667/0.1133 roll 0.3805/0.3193 (λ=1.00) | lr 4.68e-04
Epoch  19 | train 0.5442 (IM@1 0.0508 FM@1 0.1149) | val 0.4298 (IM@1 0.0307 FM@1 0.0806) sup 0.1657/0.1113 roll 0.3785/0.3185 (λ=1.00) | lr 4.68e-04
Epoch  20 | train 0.5400 (IM@1 0.0509 FM@1 0.1146) | val 0.4232 (IM@1 0.0294 FM@1 0.0798) sup 0.1656/0.1092 roll 0.3745/0.3141 (λ=1.00) | lr 4.68e-04
Epoch  21 | train 0.5326 (IM@1 0.0506 FM@1 0.1131) | val 0.4241 (IM@1 0.0293 FM@1 0.0809) sup 0.1637/0.1102 roll 0.3690/0.3139 (λ=1.00) | lr 4.68e-04
Epoch  22 | train 0.5309 (IM@1 0.0502 FM@1 0.1125) | val 0.4225 (IM@1 0.0299 FM@1 0.0788) sup 0.1628/0.1088 roll 0.3681/0.3137 (λ=1.00) | lr 4.68e-04
Epoch  23 | train 0.5260 (IM@1 0.0497 FM@1 0.1103) | val 0.4191 (IM@1 0.0297 FM@1 0.0787) sup 0.1599/0.1084 roll 0.3661/0.3107 (λ=1.00) | lr 4.68e-04
Epoch  24 | train 0.5252 (IM@1 0.0501 FM@1 0.1106) | val 0.4194 (IM@1 0.0287 FM@1 0.0781) sup 0.1607/0.1068 roll 0.3646/0.3126 (λ=1.00) | lr 4.68e-04
Epoch  25 | train 0.5212 (IM@1 0.0488 FM@1 0.1099) | val 0.4240 (IM@1 0.0319 FM@1 0.0785) sup 0.1587/0.1104 roll 0.3626/0.3136 (λ=1.00) | lr 4.68e-04
Epoch  26 | train 0.5176 (IM@1 0.0494 FM@1 0.1078) | val 0.4196 (IM@1 0.0299 FM@1 0.0792) sup 0.1572/0.1092 roll 0.3604/0.3105 (λ=1.00) | lr 4.68e-04
Epoch  27 | train 0.5153 (IM@1 0.0483 FM@1 0.1084) | val 0.4177 (IM@1 0.0289 FM@1 0.0789) sup 0.1567/0.1078 roll 0.3585/0.3100 (λ=1.00) | lr 4.68e-04
Epoch  28 | train 0.5119 (IM@1 0.0483 FM@1 0.1089) | val 0.4136 (IM@1 0.0280 FM@1 0.0776) sup 0.1572/0.1056 roll 0.3546/0.3080 (λ=1.00) | lr 4.68e-04
Epoch  29 | train 0.5128 (IM@1 0.0488 FM@1 0.1069) | val 0.4168 (IM@1 0.0293 FM@1 0.0771) sup 0.1558/0.1064 roll 0.3571/0.3104 (λ=1.00) | lr 4.68e-04
Epoch  30 | train 0.5063 (IM@1 0.0484 FM@1 0.1048) | val 0.4185 (IM@1 0.0292 FM@1 0.0797) sup 0.1532/0.1089 roll 0.3531/0.3095 (λ=1.00) | lr 4.68e-04
Epoch  31 | train 0.5072 (IM@1 0.0486 FM@1 0.1063) | val 0.4291 (IM@1 0.0304 FM@1 0.0765) sup 0.1549/0.1069 roll 0.3523/0.3222 (λ=1.00) | lr 4.68e-04
Epoch  32 | train 0.5056 (IM@1 0.0476 FM@1 0.1054) | val 0.4095 (IM@1 0.0298 FM@1 0.0749) sup 0.1530/0.1047 roll 0.3526/0.3048 (λ=1.00) | lr 4.68e-04
Epoch  33 | train 0.5001 (IM@1 0.0473 FM@1 0.1046) | val 0.4124 (IM@1 0.0302 FM@1 0.0744) sup 0.1519/0.1045 roll 0.3482/0.3079 (λ=1.00) | lr 4.68e-04
Epoch  34 | train 0.5003 (IM@1 0.0474 FM@1 0.1046) | val 0.4013 (IM@1 0.0277 FM@1 0.0720) sup 0.1521/0.0997 roll 0.3483/0.3016 (λ=1.00) | lr 4.68e-04
Epoch  35 | train 0.4972 (IM@1 0.0470 FM@1 0.1023) | val 0.4043 (IM@1 0.0289 FM@1 0.0717) sup 0.1494/0.1006 roll 0.3479/0.3038 (λ=1.00) | lr 4.68e-04
Epoch  36 | train 0.4949 (IM@1 0.0469 FM@1 0.1038) | val 0.4085 (IM@1 0.0296 FM@1 0.0735) sup 0.1506/0.1031 roll 0.3443/0.3054 (λ=1.00) | lr 4.68e-04
Epoch  37 | train 0.4957 (IM@1 0.0481 FM@1 0.1041) | val 0.4040 (IM@1 0.0291 FM@1 0.0732) sup 0.1522/0.1023 roll 0.3435/0.3017 (λ=1.00) | lr 4.68e-04
[I 2026-09-26 14:43:10,424] Trial 23 pruned. 
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3589 (IM@1 0.1486 FM@1 0.2103) | val 0.1428 (IM@1 0.0325 FM@1 0.1102) sup 0.3589/0.1428 roll 1.6071/0.7324 (λ=0.00) | lr 1.23e-03
Epoch   1 | train 0.2100 (IM@1 0.0447 FM@1 0.0970) | val 0.1578 (IM@1 0.0276 FM@1 0.0821) sup 0.1417/0.1098 roll 0.6836/0.4807 (λ=0.10) | lr 1.23e-03
Epoch   2 | train 0.2140 (IM@1 0.0362 FM@1 0.0829) | val 0.1694 (IM@1 0.0238 FM@1 0.0733) sup 0.1191/0.0971 roll 0.4745/0.3615 (λ=0.20) | lr 1.23e-03
Epoch   3 | train 0.2331 (IM@1 0.0344 FM@1 0.0759) | val 0.1988 (IM@1 0.0248 FM@1 0.0676) sup 0.1103/0.0924 roll 0.4093/0.3546 (λ=0.30) | lr 1.23e-03
Epoch   4 | train 0.2589 (IM@1 0.0348 FM@1 0.0724) | val 0.2310 (IM@1 0.0266 FM@1 0.0669) sup 0.1072/0.0934 roll 0.3794/0.3439 (λ=0.40) | lr 1.23e-03
Epoch   5 | train 0.2779 (IM@1 0.0339 FM@1 0.0681) | val 0.2610 (IM@1 0.0257 FM@1 0.0649) sup 0.1019/0.0906 roll 0.3520/0.3408 (λ=0.50) | lr 1.23e-03
Epoch   6 | train 0.3023 (IM@1 0.0329 FM@1 0.0662) | val 0.2836 (IM@1 0.0268 FM@1 0.0629) sup 0.0991/0.0898 roll 0.3386/0.3230 (λ=0.60) | lr 1.23e-03
Epoch   7 | train 0.3192 (IM@1 0.0319 FM@1 0.0628) | val 0.3193 (IM@1 0.0276 FM@1 0.0646) sup 0.0947/0.0921 roll 0.3207/0.3245 (λ=0.70) | lr 1.23e-03
Epoch   8 | train 0.3438 (IM@1 0.0322 FM@1 0.0627) | val 0.3693 (IM@1 0.0284 FM@1 0.0661) sup 0.0949/0.0945 roll 0.3111/0.3435 (λ=0.80) | lr 1.23e-03
Epoch   9 | train 0.3614 (IM@1 0.0313 FM@1 0.0603) | val 0.3726 (IM@1 0.0263 FM@1 0.0623) sup 0.0916/0.0886 roll 0.2997/0.3155 (λ=0.90) | lr 1.23e-03
Epoch  10 | train 0.3829 (IM@1 0.0311 FM@1 0.0596) | val 0.4057 (IM@1 0.0262 FM@1 0.0662) sup 0.0906/0.0924 roll 0.2923/0.3133 (λ=1.00) | lr 1.23e-03
Epoch  11 | train 0.3727 (IM@1 0.0302 FM@1 0.0578) | val 0.4199 (IM@1 0.0294 FM@1 0.0622) sup 0.0881/0.0916 roll 0.2847/0.3283 (λ=1.00) | lr 1.23e-03
Epoch  12 | train 0.3636 (IM@1 0.0290 FM@1 0.0558) | val 0.4103 (IM@1 0.0263 FM@1 0.0615) sup 0.0848/0.0878 roll 0.2788/0.3225 (λ=1.00) | lr 1.23e-03
Epoch  13 | train 0.3598 (IM@1 0.0298 FM@1 0.0544) | val 0.3957 (IM@1 0.0237 FM@1 0.0630) sup 0.0842/0.0867 roll 0.2756/0.3090 (λ=1.00) | lr 1.23e-03
Epoch  14 | train 0.3498 (IM@1 0.0293 FM@1 0.0536) | val 0.3950 (IM@1 0.0258 FM@1 0.0612) sup 0.0829/0.0869 roll 0.2669/0.3080 (λ=1.00) | lr 1.23e-03
Epoch  15 | train 0.3422 (IM@1 0.0288 FM@1 0.0512) | val 0.4349 (IM@1 0.0284 FM@1 0.0658) sup 0.0800/0.0943 roll 0.2622/0.3407 (λ=1.00) | lr 1.23e-03
