Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:06,365] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3067 (IM@1 0.1141 FM@1 0.1926) | val 0.1196 (IM@1 0.0235 FM@1 0.0961) sup 0.3067/0.1196 roll 0.9793/0.4633 (λ=0.00) | lr 4.99e-04
Epoch  11 | train 0.3827 (IM@1 0.0247 FM@1 0.0597) | val 0.4016 (IM@1 0.0236 FM@1 0.0637) sup 0.0844/0.0873 roll 0.2983/0.3143 (λ=1.00) | lr 4.99e-04
Epoch  12 | train 0.3788 (IM@1 0.0250 FM@1 0.0591) | val 0.3898 (IM@1 0.0221 FM@1 0.0620) sup 0.0841/0.0841 roll 0.2947/0.3057 (λ=1.00) | lr 4.99e-04
Epoch  13 | train 0.3745 (IM@1 0.0248 FM@1 0.0589) | val 0.3856 (IM@1 0.0244 FM@1 0.0609) sup 0.0837/0.0852 roll 0.2908/0.3003 (λ=1.00) | lr 4.99e-04
Epoch  14 | train 0.3679 (IM@1 0.0242 FM@1 0.0575) | val 0.3794 (IM@1 0.0226 FM@1 0.0596) sup 0.0817/0.0822 roll 0.2862/0.2972 (λ=1.00) | lr 4.99e-04
Epoch  15 | train 0.3660 (IM@1 0.0242 FM@1 0.0574) | val 0.3899 (IM@1 0.0269 FM@1 0.0593) sup 0.0816/0.0862 roll 0.2844/0.3037 (λ=1.00) | lr 4.99e-04
Epoch  16 | train 0.3621 (IM@1 0.0241 FM@1 0.0556) | val 0.3790 (IM@1 0.0230 FM@1 0.0596) sup 0.0797/0.0825 roll 0.2824/0.2965 (λ=1.00) | lr 4.99e-04
Epoch  17 | train 0.3595 (IM@1 0.0238 FM@1 0.0560) | val 0.3869 (IM@1 0.0255 FM@1 0.0613) sup 0.0798/0.0868 roll 0.2797/0.3000 (λ=1.00) | lr 4.99e-04
Epoch  18 | train 0.3559 (IM@1 0.0242 FM@1 0.0547) | val 0.3740 (IM@1 0.0237 FM@1 0.0556) sup 0.0789/0.0793 roll 0.2770/0.2947 (λ=1.00) | lr 4.99e-04
Epoch  19 | train 0.3531 (IM@1 0.0240 FM@1 0.0540) | val 0.3852 (IM@1 0.0226 FM@1 0.0595) sup 0.0781/0.0821 roll 0.2750/0.3031 (λ=1.00) | lr 4.99e-04
Epoch  20 | train 0.3487 (IM@1 0.0237 FM@1 0.0533) | val 0.3802 (IM@1 0.0249 FM@1 0.0593) sup 0.0770/0.0842 roll 0.2717/0.2960 (λ=1.00) | lr 4.99e-04
Epoch  21 | train 0.3475 (IM@1 0.0233 FM@1 0.0533) | val 0.3771 (IM@1 0.0229 FM@1 0.0572) sup 0.0767/0.0801 roll 0.2708/0.2970 (λ=1.00) | lr 4.99e-04
Epoch  22 | train 0.3451 (IM@1 0.0234 FM@1 0.0524) | val 0.3767 (IM@1 0.0234 FM@1 0.0559) sup 0.0758/0.0793 roll 0.2693/0.2974 (λ=1.00) | lr 4.99e-04
Epoch  23 | train 0.3420 (IM@1 0.0233 FM@1 0.0518) | val 0.3828 (IM@1 0.0235 FM@1 0.0610) sup 0.0750/0.0845 roll 0.2670/0.2983 (λ=1.00) | lr 4.99e-04
Epoch  24 | train 0.3401 (IM@1 0.0233 FM@1 0.0511) | val 0.3821 (IM@1 0.0227 FM@1 0.0585) sup 0.0744/0.0812 roll 0.2657/0.3009 (λ=1.00) | lr 4.99e-04
Epoch  25 | train 0.3371 (IM@1 0.0231 FM@1 0.0515) | val 0.3775 (IM@1 0.0222 FM@1 0.0567) sup 0.0746/0.0788 roll 0.2626/0.2987 (λ=1.00) | lr 4.99e-04
Epoch  26 | train 0.3352 (IM@1 0.0230 FM@1 0.0500) | val 0.3758 (IM@1 0.0247 FM@1 0.0565) sup 0.0730/0.0812 roll 0.2622/0.2946 (λ=1.00) | lr 4.99e-04
Epoch  27 | train 0.3320 (IM@1 0.0231 FM@1 0.0500) | val 0.3780 (IM@1 0.0228 FM@1 0.0583) sup 0.0730/0.0811 roll 0.2590/0.2969 (λ=1.00) | lr 4.99e-04
Epoch  28 | train 0.3311 (IM@1 0.0225 FM@1 0.0495) | val 0.3979 (IM@1 0.0244 FM@1 0.0611) sup 0.0720/0.0854 roll 0.2591/0.3125 (λ=1.00) | lr 4.99e-04
Epoch  29 | train 0.3265 (IM@1 0.0225 FM@1 0.0488) | val 0.3745 (IM@1 0.0220 FM@1 0.0592) sup 0.0713/0.0811 roll 0.2553/0.2934 (λ=1.00) | lr 2.50e-04
Epoch  30 | train 0.3142 (IM@1 0.0213 FM@1 0.0453) | val 0.3708 (IM@1 0.0219 FM@1 0.0561) sup 0.0667/0.0780 roll 0.2475/0.2928 (λ=1.00) | lr 2.50e-04
Epoch  31 | train 0.3127 (IM@1 0.0216 FM@1 0.0454) | val 0.3666 (IM@1 0.0222 FM@1 0.0556) sup 0.0670/0.0778 roll 0.2456/0.2888 (λ=1.00) | lr 2.50e-04
Epoch  32 | train 0.3118 (IM@1 0.0219 FM@1 0.0449) | val 0.3758 (IM@1 0.0222 FM@1 0.0559) sup 0.0668/0.0782 roll 0.2450/0.2976 (λ=1.00) | lr 2.50e-04
Epoch  33 | train 0.3089 (IM@1 0.0219 FM@1 0.0439) | val 0.3701 (IM@1 0.0221 FM@1 0.0556) sup 0.0658/0.0777 roll 0.2431/0.2924 (λ=1.00) | lr 2.50e-04
Epoch  34 | train 0.3072 (IM@1 0.0214 FM@1 0.0441) | val 0.3680 (IM@1 0.0220 FM@1 0.0552) sup 0.0656/0.0772 roll 0.2416/0.2908 (λ=1.00) | lr 2.50e-04
Epoch  35 | train 0.3058 (IM@1 0.0216 FM@1 0.0441) | val 0.3687 (IM@1 0.0221 FM@1 0.0544) sup 0.0657/0.0766 roll 0.2401/0.2922 (λ=1.00) | lr 2.50e-04
Epoch  36 | train 0.3055 (IM@1 0.0215 FM@1 0.0437) | val 0.3728 (IM@1 0.0220 FM@1 0.0558) sup 0.0652/0.0778 roll 0.2403/0.2950 (λ=1.00) | lr 2.50e-04
Epoch  37 | train 0.3042 (IM@1 0.0213 FM@1 0.0437) | val 0.3730 (IM@1 0.0230 FM@1 0.0554) sup 0.0650/0.0784 roll 0.2391/0.2946 (λ=1.00) | lr 2.50e-04
Epoch  38 | train 0.3021 (IM@1 0.0212 FM@1 0.0435) | val 0.3742 (IM@1 0.0223 FM@1 0.0552) sup 0.0647/0.0774 roll 0.2374/0.2968 (λ=1.00) | lr 2.50e-04
Epoch  39 | train 0.3008 (IM@1 0.0214 FM@1 0.0427) | val 0.3699 (IM@1 0.0229 FM@1 0.0543) sup 0.0642/0.0772 roll 0.2367/0.2927 (λ=1.00) | lr 2.50e-04

Training completato (combo). Best val (sup + 1.0*roll, da epoch 10): 0.3666 a epoch 31
[I 2026-09-26 14:09:20,849] Trial 9 finished with value: 0.3666087365695644 and parameters: {'gru_hidden_fm': 128, 'mlp_hidden_fm': 512, 'dropout_fm': 0.1643653775916888, 'weight_decay_fm': 9.536260202623294e-06, 'gru_hidden_im': 128, 'mlp_hidden_im': 128, 'dropout_im': 0.11749334471728365, 'weight_decay_im': 0.00011641165598923504, 'lr': 0.0004990025477485132, 'batch_size': 64, 'clip_norm': 1.0}. Best is trial 9 with value: 0.3666087365695644.
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3265 (IM@1 0.1137 FM@1 0.2128) | val 0.1447 (IM@1 0.0351 FM@1 0.1096) sup 0.3265/0.1447 roll 1.5770/0.9139 (λ=0.00) | lr 1.58e-03
Epoch   1 | train 0.2517 (IM@1 0.0570 FM@1 0.1229) | val 0.1506 (IM@1 0.0253 FM@1 0.0858) sup 0.1799/0.1111 roll 0.7176/0.3954 (λ=0.10) | lr 1.58e-03
Epoch   2 | train 0.2547 (IM@1 0.0523 FM@1 0.1039) | val 0.1856 (IM@1 0.0293 FM@1 0.0816) sup 0.1562/0.1109 roll 0.4925/0.3735 (λ=0.20) | lr 1.58e-03
Epoch   3 | train 0.2811 (IM@1 0.0521 FM@1 0.0969) | val 0.2149 (IM@1 0.0264 FM@1 0.0810) sup 0.1490/0.1073 roll 0.4404/0.3587 (λ=0.30) | lr 1.58e-03
Epoch   4 | train 0.3086 (IM@1 0.0517 FM@1 0.0929) | val 0.2287 (IM@1 0.0243 FM@1 0.0769) sup 0.1446/0.1012 roll 0.4100/0.3187 (λ=0.40) | lr 1.58e-03
Epoch   5 | train 0.3360 (IM@1 0.0516 FM@1 0.0896) | val 0.2844 (IM@1 0.0322 FM@1 0.0767) sup 0.1412/0.1089 roll 0.3897/0.3510 (λ=0.50) | lr 1.58e-03
Epoch   6 | train 0.3591 (IM@1 0.0512 FM@1 0.0847) | val 0.3190 (IM@1 0.0343 FM@1 0.0803) sup 0.1359/0.1145 roll 0.3722/0.3407 (λ=0.60) | lr 1.58e-03
Epoch   7 | train 0.3846 (IM@1 0.0502 FM@1 0.0824) | val 0.3365 (IM@1 0.0292 FM@1 0.0753) sup 0.1326/0.1045 roll 0.3600/0.3313 (λ=0.70) | lr 1.58e-03
Epoch   8 | train 0.4146 (IM@1 0.0505 FM@1 0.0825) | val 0.3404 (IM@1 0.0256 FM@1 0.0675) sup 0.1330/0.0931 roll 0.3519/0.3092 (λ=0.80) | lr 1.58e-03
Epoch   9 | train 0.4360 (IM@1 0.0504 FM@1 0.0795) | val 0.3709 (IM@1 0.0282 FM@1 0.0668) sup 0.1299/0.0950 roll 0.3401/0.3066 (λ=0.90) | lr 1.58e-03
Epoch  10 | train 0.4603 (IM@1 0.0494 FM@1 0.0786) | val 0.4137 (IM@1 0.0331 FM@1 0.0686) sup 0.1280/0.1017 roll 0.3323/0.3120 (λ=1.00) | lr 1.58e-03
Epoch  11 | train 0.4521 (IM@1 0.0495 FM@1 0.0763) | val 0.4029 (IM@1 0.0279 FM@1 0.0698) sup 0.1258/0.0977 roll 0.3263/0.3052 (λ=1.00) | lr 1.58e-03
Epoch  12 | train 0.4398 (IM@1 0.0482 FM@1 0.0743) | val 0.4059 (IM@1 0.0291 FM@1 0.0713) sup 0.1225/0.1004 roll 0.3173/0.3056 (λ=1.00) | lr 1.58e-03
Epoch  13 | train 0.4335 (IM@1 0.0480 FM@1 0.0726) | val 0.4120 (IM@1 0.0290 FM@1 0.0725) sup 0.1207/0.1014 roll 0.3128/0.3106 (λ=1.00) | lr 1.58e-03
Epoch  14 | train 0.4297 (IM@1 0.0489 FM@1 0.0725) | val 0.4017 (IM@1 0.0291 FM@1 0.0697) sup 0.1214/0.0989 roll 0.3084/0.3029 (λ=1.00) | lr 1.58e-03
Epoch  15 | train 0.4190 (IM@1 0.0468 FM@1 0.0702) | val 0.4047 (IM@1 0.0283 FM@1 0.0697) sup 0.1170/0.0980 roll 0.3020/0.3067 (λ=1.00) | lr 1.58e-03
